Angle, Posit-sin, Mathlib-sin, Error, Posit-cos, Mathlib-cos, Error, Posit-tan, Mathlib-tan, Error 
3.350000e-01,5.846821e-03,5.846820e-03,-2.986632e-07,9.999829e-01,9.999829e-01,-7.450708e-09,5.846921e-03,5.846920e-03,-2.887028e-07
3.360000e-01,5.864273e-03,5.864273e-03,-8.933230e-08,9.999828e-01,9.999828e-01,-1.117606e-08,5.864374e-03,5.864373e-03,-7.940513e-08
3.370000e-01,5.881725e-03,5.881726e-03,1.187563e-07,9.999827e-01,9.999827e-01,-1.490142e-08,5.881827e-03,5.881827e-03,1.385466e-07
3.380000e-01,5.899177e-03,5.899179e-03,3.552149e-07,9.999826e-01,9.999826e-01,-1.490142e-08,5.899279e-03,5.899281e-03,3.650756e-07
3.390000e-01,5.916637e-03,5.916632e-03,-8.460656e-07,9.999825e-01,9.999825e-01,-1.490142e-08,5.916740e-03,5.916735e-03,-8.362131e-07
3.400000e-01,5.934088e-03,5.934085e-03,-6.277784e-07,9.999824e-01,9.999824e-01,-1.490142e-08,5.934193e-03,5.934189e-03,-6.081497e-07
3.410000e-01,5.951540e-03,5.951538e-03,-4.303320e-07,9.999823e-01,9.999823e-01,-7.450712e-09,5.951645e-03,5.951643e-03,-4.205443e-07
3.420000e-01,5.968992e-03,5.968991e-03,-1.950335e-07,9.999822e-01,9.999822e-01,-1.490142e-08,5.969098e-03,5.969097e-03,-1.755270e-07
3.430000e-01,5.986444e-03,5.986444e-03,0.000000e+00,9.999821e-01,9.999821e-01,-1.490143e-08,5.986551e-03,5.986551e-03,1.944614e-08
3.440000e-01,6.003895e-03,6.003897e-03,2.132896e-07,9.999820e-01,9.999820e-01,-1.117607e-08,6.004003e-03,6.004005e-03,2.229805e-07
3.450000e-01,6.021347e-03,6.021349e-03,4.156758e-07,9.999819e-01,9.999819e-01,-1.862679e-08,6.021456e-03,6.021459e-03,4.446684e-07
3.460000e-01,6.038807e-03,6.038802e-03,-7.614764e-07,9.999818e-01,9.999818e-01,-1.490143e-08,6.038917e-03,6.038913e-03,-7.421850e-07
3.470000e-01,6.056259e-03,6.056255e-03,-5.382252e-07,9.999817e-01,9.999817e-01,-1.117608e-08,6.056370e-03,6.056367e-03,-5.286043e-07
3.480000e-01,6.073711e-03,6.073708e-03,-3.450077e-07,9.999816e-01,9.999816e-01,-3.725360e-09,6.073823e-03,6.073820e-03,-3.354179e-07
3.490000e-01,6.091162e-03,6.091161e-03,-9.556086e-08,9.999815e-01,9.999814e-01,-7.450719e-09,6.091275e-03,6.091274e-03,-9.555909e-08
3.500000e-01,6.108614e-03,6.108614e-03,8.575904e-08,9.999814e-01,9.999813e-01,-7.450719e-09,6.108728e-03,6.108728e-03,9.528605e-08
3.510000e-01,6.126066e-03,6.126067e-03,2.945507e-07,9.999812e-01,9.999812e-01,-7.450719e-09,6.126180e-03,6.126182e-03,3.040466e-07
3.520000e-01,6.143525e-03,6.143520e-03,-8.432432e-07,9.999811e-01,9.999811e-01,-1.117608e-08,6.143641e-03,6.143636e-03,-8.432273e-07
3.530000e-01,6.160977e-03,6.160973e-03,-6.424506e-07,9.999810e-01,9.999810e-01,-1.490145e-08,6.161094e-03,6.161090e-03,-6.235432e-07
3.540000e-01,6.178429e-03,6.178426e-03,-4.427924e-07,9.999809e-01,9.999809e-01,-7.450723e-09,6.178547e-03,6.178544e-03,-4.333630e-07
3.550000e-01,6.195881e-03,6.195879e-03,-2.442590e-07,9.999808e-01,9.999808e-01,-3.725361e-09,6.196000e-03,6.195998e-03,-2.348599e-07
3.560000e-01,6.213332e-03,6.213332e-03,-1.873637e-08,9.999807e-01,9.999807e-01,-1.490145e-08,6.213452e-03,6.213452e-03,-9.368005e-09
3.570000e-01,6.230784e-03,6.230785e-03,1.774970e-07,9.999806e-01,9.999806e-01,-1.117609e-08,6.230905e-03,6.230906e-03,1.868353e-07
3.580000e-01,6.248236e-03,6.248238e-03,3.633182e-07,9.999805e-01,9.999805e-01,-1.117609e-08,6.248358e-03,6.248360e-03,3.726268e-07
3.590000e-01,6.265696e-03,6.265691e-03,-7.431922e-07,9.999804e-01,9.999804e-01,-1.490145e-08,6.265818e-03,6.265814e-03,-7.245982e-07
3.600000e-01,6.283147e-03,6.283144e-03,-5.558459e-07,9.999803e-01,9.999803e-01,-1.490145e-08,6.283271e-03,6.283268e-03,-5.465710e-07
